"id","requestId","farmerId","date","area","commodity","landSize","resultNotes","photos","latitude","longitude","isFinalSession","createdAt","updatedAt","landSizeUnit","snapshotAreaId","cropAgeDays"
"cmofmcima0017lb047s9e4rfu","cmofmcim70015lb046o2qn818","cmofiq37h033pl2041scx5qrh","2026-02-23 00:00:00","TGH2","melon",,"NpG62bW",,-6.7414583,111.6347117,"t","2026-04-26 10:21:54.37","2026-04-26 10:21:54.37",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcimf001blb040kx27nb8","cmofmcimc0019lb04liz3wa2w","cmofiplo40049l2045cr3vwrb","2026-02-23 00:00:00","TGH2","Padi",,"eqkBDzO",,-6.741215,111.6381217,"t","2026-04-26 10:21:54.376","2026-04-26 10:21:54.376",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmciml001flb04ecvt58kt","cmofmcimi001dlb047tcfxy0z","cmofiploc004cl204bw5ma616","2026-02-23 00:00:00","TGH2","Padi",,"xXOdaEG",,-6.7438083,111.6410717,"t","2026-04-26 10:21:54.381","2026-04-26 10:21:54.381",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcimr001jlb04ed0dzqtr","cmofmcimo001hlb0432i60e3u","cmofiplly003il204pixtvr02","2026-02-23 00:00:00","TGH2","Padi",,"7R6Z2YA",,-6.7526667,111.60551,"t","2026-04-26 10:21:54.387","2026-04-26 10:21:54.387",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcimx001nlb04j81hsc7e","cmofmcimu001llb04atdr9nxg","cmofiplp9004ol204rlbephqi","2026-02-24 00:00:00","TGH2","Jagung",,"kdM0G26",,-6.7409483,111.6350567,"t","2026-04-26 10:21:54.393","2026-04-26 10:21:54.393",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcin3001rlb046z2y0xcm","cmofmcin0001plb04vmyi8zeh","cmofiplq40050l204yx5tozwi","2026-02-24 00:00:00","TGH1","Jagung",,"rjz0gOM",,-7.0539564,110.5200249,"t","2026-04-26 10:21:54.4","2026-04-26 10:21:54.4",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcina001vlb04crf6m6rs","cmofmcin6001tlb04a16jevmd","cmofipnxe00ixl204hk2j1eay","2026-02-24 00:00:00","TGH1","Padi",,"Y5NV71B",,-6.7844087,110.8650626,"t","2026-04-26 10:21:54.406","2026-04-26 10:21:54.406",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcing001zlb040guahkao","cmofmcind001xlb04jpl7rbef","cmofm58g10000li04hicb03z0","2026-02-25 00:00:00","TGH2","melon",,"Ekyaq4L",,-6.7412217,111.6346767,"t","2026-04-26 10:21:54.412","2026-04-26 10:21:54.412",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcinm0023lb04moo0xdbr","cmofmcinj0021lb04ahi6td1d","cmofm58g70001li04uzf2ibdc","2026-02-25 00:00:00","TGH3","Padi",,"NpGOYaG",,-7.6021683,109.2222267,"t","2026-04-26 10:21:54.419","2026-04-26 10:21:54.419",,"cmmu5baag0002jp04tu1z121e",
"cmofmcint0027lb04pnz05o5h","cmofmcinp0025lb04ye33edhp","cmofm58ga0002li041xqbzwrm","2026-02-25 00:00:00","TGH3","Padi",,"zxPb2bE",,-7.5855856,109.226132,"t","2026-04-26 10:21:54.425","2026-04-26 10:21:54.425",,"cmmu5baag0002jp04tu1z121e",
"cmofmcj4c002blb042askl6sb","cmofmcj490029lb04ig2z0j73","cmofiq2ac02zzl204aot92zny","2026-02-25 00:00:00","TGH2","Padi",,"pb8ZZoy",,-7.671,110.5824467,"t","2026-04-26 10:21:55.02","2026-04-26 10:21:55.02",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj4j002flb040clqq8xy","cmofmcj4f002dlb04imfxt98q","cmofm58we0003li048o00paa6","2026-02-25 00:00:00","TGH2","Padi",,"gDKOg8K",,-7.6710173,110.5822501,"t","2026-04-26 10:21:55.027","2026-04-26 10:21:55.027",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj4p002jlb04nyjqw1qj","cmofmcj4m002hlb0492h6mf9c","cmofipoys00o0l2047qb5uq7n","2026-02-25 00:00:00","TGH2","Padi",,"obXxpyV",,-7.6707126,110.582345,"t","2026-04-26 10:21:55.033","2026-04-26 10:21:55.033",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj4w002nlb04dn33ijp6","cmofmcj4t002llb045u7y8g9l","cmofipm9m0066l204qhlxgso6","2026-02-25 00:00:00","TGH2","Padi",,"7R6jxB6",,-7.7199889,110.6702461,"t","2026-04-26 10:21:55.041","2026-04-26 10:21:55.041",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj57002rlb046j7cr1lt","cmofmcj50002plb04494i9yi1","cmofipzw302lml2043l53jcsp","2026-02-25 00:00:00","TGH2","Padi",,"kdMgqeJ",,-6.7373933,111.6378733,"t","2026-04-26 10:21:55.051","2026-04-26 10:21:55.051",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj5d002vlb04o6ovp4a4","cmofmcj5a002tlb04de8hi9jl","cmofm58wj0004li04zff5z2pl","2026-02-25 00:00:00","TGH1","durian",,"xXOB2E9",,-6.7927213,110.8629563,"t","2026-04-26 10:21:55.058","2026-04-26 10:21:55.058",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj5j002zlb04yaff34lj","cmofmcj5g002xlb04qiq2l0vi","cmofm58wj0004li04zff5z2pl","2026-02-25 00:00:00","TGH1","Durian",,"BzM5l91",,-6.742012,110.71061,"t","2026-04-26 10:21:55.063","2026-04-26 10:21:55.063",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj5q0033lb04whc90z4l","cmofmcj5m0031lb04lb8ixgt6","cmofm58wo0005li04imkl6p6k","2026-02-25 00:00:00","TGH1","Durian",,"gDKr6e1",,-6.7784094,111.2166663,"t","2026-04-26 10:21:55.07","2026-04-26 10:21:55.07",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj5x0037lb04pwdq05mr","cmofmcj5t0035lb04ovumq629","cmofipyvq02eel204dkpqjzzj","2026-02-26 00:00:00","TGH2","Padi",,"D4g9RER",,-6.7335021,111.6304709,"t","2026-04-26 10:21:55.077","2026-04-26 10:21:55.077",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj64003blb04pcs5efx9","cmofmcj600039lb04az1kdo58","cmofipmbw0070l204j19fjoil","2026-02-26 00:00:00","TGH1","Padi",,"rjzRMxv",,-7.0625664,110.6208376,"t","2026-04-26 10:21:55.084","2026-04-26 10:21:55.084",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj6a003flb04t49nab62","cmofmcj67003dlb04snhkboo5","cmofiq6id03opl204gl6wt98b","2026-02-26 00:00:00","TGH2","Padi",,"D4go4Ll",,-7.755639,110.6578624,"t","2026-04-26 10:21:55.09","2026-04-26 10:21:55.09",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj6g003jlb04ozixkqht","cmofmcj6d003hlb046cr2b588","cmofiplnw0046l2040yocn620","2026-02-27 00:00:00","TGH2","Padi",,"KYd9MQk",,-7.6758117,110.5819833,"t","2026-04-26 10:21:55.097","2026-04-26 10:21:55.097",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj6m003nlb04fx5a559w","cmofmcj6j003llb04kww9pusw","cmofipmj9009ll204ozt4wrfq","2026-02-27 00:00:00","TGH1","Cabai",,"NpGaPdQ",,-6.762572,111.1679915,"t","2026-04-26 10:21:55.103","2026-04-26 10:21:55.103",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj6s003rlb04ckq5z1wt","cmofmcj6p003plb04k5clwior","cmofipmj0009il204jcywuek1","2026-02-27 00:00:00","TGH1","Padi",,"pb8Q5Lb",,-6.7586683,111.13673,"t","2026-04-26 10:21:55.108","2026-04-26 10:21:55.108",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj6y003vlb04fl8eo2oq","cmofmcj6v003tlb04esxnehiy","cmofipmj9009ll204ozt4wrfq","2026-02-27 00:00:00","TGH1","Cabai",,"ODO6ggM",,-6.7784164,111.2166387,"t","2026-04-26 10:21:55.114","2026-04-26 10:21:55.114",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj74003zlb046uex5j3g","cmofmcj71003xlb04p48surq3","cmofipmj0009il204jcywuek1","2026-02-27 00:00:00","TGH1","Padi",,"68ag5kY",,-6.7784164,111.2166387,"t","2026-04-26 10:21:55.12","2026-04-26 10:21:55.12",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcj790043lb04x97wxdnr","cmofmcj760041lb04mgsue8er","cmofiq21h02wml204insn62fi","2026-02-28 00:00:00","TGH2","Padi",,"XxKxePL",,-6.7532267,111.6073346,"t","2026-04-26 10:21:55.126","2026-04-26 10:21:55.126",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj7f0047lb0484eybhlm","cmofmcj7c0045lb04cb5vy9rq","cmofipmny00bbl204x6m0t153","2026-03-02 00:00:00","TGH2","Padi",,"9qzQjAY",,-6.7523017,111.60466,"t","2026-04-26 10:21:55.131","2026-04-26 10:21:55.131",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcj7m004blb043yvkfq7o","cmofmcj7j0049lb04wmm2hk9v","cmofipmo500bel2044jwtl75g","2026-03-02 00:00:00","TGH1","Padi",,"Me9R0zX",,-6.7785873,111.6088734,"t","2026-04-26 10:21:55.138","2026-04-26 10:21:55.138",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcjgz004flb04a4gkbsdh","cmofmcjgv004dlb044uiu3h4o","cmofiq1cv02vul204uy97j9vx","2026-03-02 00:00:00","TGH4","Seledri",,"9qzDBBQ",,-7.2402031,109.130279,"t","2026-04-26 10:21:55.476","2026-04-26 10:21:55.476",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcjh6004jlb04j2h7647a","cmofmcjh3004hlb04v5g5hqf2","cmofipmqm00cel204zk8disfg","2026-03-02 00:00:00","TGH1","Jagung",,"68X2RaJ",,-7.0508006,110.5940223,"t","2026-04-26 10:21:55.482","2026-04-26 10:21:55.482",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcjhd004nlb04ahmz7an8","cmofmcjha004llb04zx328y5c","cmofipmsg00d2l2042cgrubbf","2026-03-02 00:00:00","TGH2","Jagung",,"yPW900g",,-6.755611,111.6059776,"t","2026-04-26 10:21:55.49","2026-04-26 10:21:55.49",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjhk004rlb04gur67z2o","cmofmcjhh004plb041unsa1pn","cmofipnnn00fhl2043z7brcnj","2026-03-03 00:00:00","TGH1","Padi",,"VLkYZZJ",,-6.737595,111.638125,"t","2026-04-26 10:21:55.496","2026-04-26 10:21:55.496",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcjhq004vlb042220gmuj","cmofmcjhn004tlb04qqz94im9","cmofipnou00fxl204t4f7p40w","2026-03-03 00:00:00","TGH2","Padi",,"8108P6A",,-7.7499012,110.6586658,"t","2026-04-26 10:21:55.502","2026-04-26 10:21:55.502",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjhw004zlb04sxamyhl3","cmofmcjht004xlb043rbirulz","cmofipzw302lml2043l53jcsp","2026-03-03 00:00:00","TGH2","Cabai",,"0QpvjA6",,-6.7379283,111.637935,"t","2026-04-26 10:21:55.509","2026-04-26 10:21:55.509",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcji30053lb04mh2qkebv","cmofmcji00051lb049zxqd1u5","cmofiqap204hkl2047gtab8g0","2026-03-03 00:00:00","TGH2","Jagung",,"BzPD8GN",,-7.7499304,110.6585679,"t","2026-04-26 10:21:55.516","2026-04-26 10:21:55.516",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcji90057lb04m9yk3wdo","cmofmcji60055lb041l1acgkl","cmofipmr100ckl204hzu75gex","2026-03-03 00:00:00","TGH1","Jagung",,"KYqDyWk",,-7.0313462,110.5134429,"t","2026-04-26 10:21:55.522","2026-04-26 10:21:55.522",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcjig005blb04acgyll7l","cmofmcjic0059lb04md0tkn9r","cmofipmpd00bwl204o4xuxpdu","2025-12-08 00:00:00","TGH2","Padi",,"575416",,-7.6455801,110.7604853,"t","2026-04-26 10:21:55.528","2026-04-26 10:21:55.528",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjim005flb04iq4olf0h","cmofmcjij005dlb04m335yupv","cmofipvl801t7l204pyco168g","2025-12-08 00:00:00","TGH4","Cabai",,"121604",,-7.4331482,110.0708804,"t","2026-04-26 10:21:55.534","2026-04-26 10:21:55.534",,"cmmu5bdk90003jp04wwmqip3w",
"cmofmcjir005jlb04cfla6rzr","cmofmcjip005hlb04m80am43q","cmofm596k0006li04k7ljyzdk","2025-12-05 00:00:00","TGH3","Padi",,"294913",,-7.1642547,110.2051183,"t","2026-04-26 10:21:55.54","2026-04-26 10:21:55.54",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjix005nlb04lqmuqqvs","cmofmcjiu005llb04ojzm2e7q","cmofm596n0007li04kbgtcb7a","2025-11-27 00:00:00","TGH3","Padi",,"283038",,-7.165083,110.1981485,"t","2026-04-26 10:21:55.546","2026-04-26 10:21:55.546",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjj3005rlb045cwv7eiv","cmofmcjj0005plb04avqkv5iq","cmofm596q0008li04q0aqeges","2025-11-27 00:00:00","TGH1","Padi",,"920645",,-7.1380242,110.2087244,"t","2026-04-26 10:21:55.551","2026-04-26 10:21:55.551",,"cmmu5b29t0000jp04i02m5ac6",
"cmofmcjj9005vlb042qfofsrn","cmofmcjj6005tlb04yeuuldae","cmofm596x0009li04iv8eazhj","2025-10-14 00:00:00","TGH2","Cabai",,"848158",,-7.5349842,110.965007,"t","2026-04-26 10:21:55.558","2026-04-26 10:21:55.558",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjjf005zlb047zznbuew","cmofmcjjc005xlb04pduww0b6","cmofm5970000ali04rdkgnhj6","2025-04-24 00:00:00","TGH3","Cabai",,"773099",,-7.4570808,110.1091524,"t","2026-04-26 10:21:55.563","2026-04-26 10:21:55.563",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjjl0063lb04um64k9vd","cmofmcjji0061lb04xtrtr1nj","cmofm5973000bli04tezq7qxo","2025-04-26 00:00:00","TGH2","Padi",,"799330",,-7.017831,110.5255624,"t","2026-04-26 10:21:55.569","2026-04-26 10:21:55.569",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjjr0067lb04fr0pkp0n","cmofmcjjn0065lb04jiegn5mc","cmofm5976000cli04018itwj6","2025-04-26 00:00:00","TGH2","Padi",,"727136",,-7.026797,110.5290687,"t","2026-04-26 10:21:55.575","2026-04-26 10:21:55.575",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjjw006blb048fis8k4l","cmofmcjju0069lb04aatbr2rw","cmofipy4302arl2040sc011og","2025-05-02 00:00:00","TGH2","Padi",,"541062",,-7.5507206,110.9674301,"t","2026-04-26 10:21:55.581","2026-04-26 10:21:55.581",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjk2006flb04y9rt9nme","cmofmcjjz006dlb04vl1dvtqx","cmofm5979000dli04xah97jba","2025-05-08 00:00:00","TGH3","Cabai",,"645136",,-7.4524102,110.1147597,"t","2026-04-26 10:21:55.587","2026-04-26 10:21:55.587",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjtu006jlb040m9yynre","cmofmcjtq006hlb041efsu8a5","cmofiqbrs04psl204sisk5myr","2025-05-08 00:00:00","TGH2","Cabai",,"506975",,-7.6162433,111.0591839,"t","2026-04-26 10:21:55.938","2026-04-26 10:21:55.938",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcju1006nlb04m6g3s5ye","cmofmcjtx006llb04hycspz0c","cmofm59gl000eli04g0iybtq7","2025-05-14 00:00:00","TGH3","Cabai",,"548514",,-7.4678359,110.1408823,"t","2026-04-26 10:21:55.946","2026-04-26 10:21:55.946",,"cmmu5baag0002jp04tu1z121e",
"cmofmcju8006rlb047ikkrzjj","cmofmcju5006plb04v8io8uht","cmofipoz700o6l204g37mrasv","2025-05-19 00:00:00","TGH2","Padi",,"58412",,-7.0221504,110.5307019,"t","2026-04-26 10:21:55.952","2026-04-26 10:21:55.952",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjuf006vlb045j5hn28e","cmofmcjub006tlb045brm91wh","cmofm59gp000fli04tmyoickc","2025-05-20 00:00:00","TGH2","Padi",,"886330",,-7.022085,110.5331405,"t","2026-04-26 10:21:55.959","2026-04-26 10:21:55.959",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjul006zlb04l05353xs","cmofmcjui006xlb04dwhetluu","cmofm59gs000gli04emvpqynx","2025-05-27 00:00:00","TGH2","Padi",,"715574",,-7.025932,110.527723,"t","2026-04-26 10:21:55.965","2026-04-26 10:21:55.965",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjur0073lb0483z244qy","cmofmcjuo0071lb04j9n3h4zr","cmofm5970000ali04rdkgnhj6","2025-05-27 00:00:00","TGH3","Cabai",,"456428",,-7.4626766,110.1150103,"t","2026-04-26 10:21:55.972","2026-04-26 10:21:55.972",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjuz0077lb04smbnjr7r","cmofmcjuv0075lb04sjphab3j","cmofm59gw000hli04vt9zppp8","2025-05-28 00:00:00","TGH3","Tembakau",,"547233",,-7.4590904,110.1043435,"t","2026-04-26 10:21:55.979","2026-04-26 10:21:55.979",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjv5007blb04fyby9uji","cmofmcjv20079lb04f4noopax","cmofm59h0000ili04c4j24r28","2025-05-28 00:00:00","TGH3","Cabai",,"392400",,-7.4607973,110.1203435,"t","2026-04-26 10:21:55.986","2026-04-26 10:21:55.986",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjvq007hlb04riqscfhb","cmofmcjvm007flb04863iv7lp","cmofm59h3000jli048ele8m77","2025-05-30 00:00:00","TGH3","Cabai",,"393839",,-7.4724023,110.1271582,"t","2026-04-26 10:21:56.006","2026-04-26 10:21:56.006",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjvx007llb04yii4pba5","cmofmcjvu007jlb043p6tonmd","cmofm59h6000kli0478yzm2hb","2025-05-30 00:00:00","TGH3","Cabai",,"370886",,-7.463149,110.1142236,"t","2026-04-26 10:21:56.013","2026-04-26 10:21:56.013",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjw4007plb043mu0mlzi","cmofmcjw0007nlb04twiqa43y","cmofiq6uz03tnl204ab8ho036","2025-05-30 00:00:00","TGH2","Padi",,"618496",,-7.5505373,110.9673599,"t","2026-04-26 10:21:56.02","2026-04-26 10:21:56.02",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjwa007tlb04dnvl14ym","cmofmcjw7007rlb042diijhea","cmofipnsa00h2l2041inxmynh","2025-05-31 00:00:00","TGH2","Padi",,"941245",,-7.5452455,110.9698963,"t","2026-04-26 10:21:56.026","2026-04-26 10:21:56.026",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjwg007xlb04h6pafh03","cmofmcjwd007vlb04zwrgfiq3","cmofm59ha000lli0459u9mghj","2025-06-04 00:00:00","TGH2","Padi",,"676775",,-7.54912,110.9792083,"t","2026-04-26 10:21:56.032","2026-04-26 10:21:56.032",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjwn0081lb04w06ejmcx","cmofmcjwj007zlb041z1ako5p","cmofm59hd000mli047quf11f1","2025-06-04 00:00:00","TGH3","Cabai",,"24124123",,-7.4605525,110.112486,"t","2026-04-26 10:21:56.039","2026-04-26 10:21:56.039",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjwt0085lb047uwctyk0","cmofmcjwq0083lb04t7c0azy7","cmofm59hg000nli04ov1t5p7f","2025-06-05 00:00:00","TGH2","Padi",,"956513",,-7.5097703,110.9225841,"t","2026-04-26 10:21:56.046","2026-04-26 10:21:56.046",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjwz0089lb04fm2gfep9","cmofmcjww0087lb04t1i6o4wf","cmofm59hj000oli040skq9rz8","2025-06-05 00:00:00","TGH3","Cabai",,"4123123",,-7.4747522,110.1287038,"t","2026-04-26 10:21:56.052","2026-04-26 10:21:56.052",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjx6008dlb045twv76dl","cmofmcjx3008blb04zlt4yss4","cmofm5976000cli04018itwj6","2025-06-07 00:00:00","TGH2","Padi",,"601593",,-7.5441617,110.9774305,"t","2026-04-26 10:21:56.058","2026-04-26 10:21:56.058",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjxc008hlb041zu1sncs","cmofmcjx9008flb04a3il5bfg","cmofm59hm000pli042ljo0zfq","2025-06-10 00:00:00","TGH3","Cabai",,"25135125",,-7.4574567,110.1100834,"t","2026-04-26 10:21:56.065","2026-04-26 10:21:56.065",,"cmmu5baag0002jp04tu1z121e",
"cmofmcjxj008llb04juuinjj4","cmofmcjxg008jlb048gnb3h9z","cmofipnz900jll204sz9i4g5z","2025-06-12 00:00:00","TGH2","Padi",,"356999",,-7.6676799,110.5817628,"t","2026-04-26 10:21:56.071","2026-04-26 10:21:56.071",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmcjxp008plb0427awo0er","cmofmcjxm008nlb0497isjjr1","cmofipnzh00jol2048pxdt8o8","2025-06-12 00:00:00","TGH3","Cabai, Tomat",,"664264",,-7.4396236,110.1124244,"t","2026-04-26 10:21:56.078","2026-04-26 10:21:56.078",,"cmmu5baag0002jp04tu1z121e",
"cmofmck7e008tlb04p2ly7wj4","cmofmck7a008rlb04yzjzr7ui","cmofiutsn00hvl504r5f1j2t5","2025-06-14 00:00:00","TGH2","Padi",,"380247",,-7.6594874,110.5938502,"t","2026-04-26 10:21:56.426","2026-04-26 10:21:56.426",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck7k008xlb04e9kmmtoj","cmofmck7h008vlb04bechjd56","cmofm59ri000qli04faaf9j6j","2025-06-14 00:00:00","TGH2","Padi",,"326607",,-7.6595538,110.5941712,"t","2026-04-26 10:21:56.433","2026-04-26 10:21:56.433",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck7r0091lb04os8xsrjp","cmofmck7o008zlb040o4s6gcb","cmofm59rm000rli04dm1cm8fb","2025-06-15 00:00:00","TGH2","Jagung",,"689949",,-7.6611385,110.5876105,"t","2026-04-26 10:21:56.439","2026-04-26 10:21:56.439",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck7x0095lb048gfdv8kj","cmofmck7u0093lb04ms638r0z","cmofm59rp000sli04dvye1z3r","2025-06-21 00:00:00","TGH2","Kacang Panjang",,"207530",,-7.0582272,110.42816,"t","2026-04-26 10:21:56.446","2026-04-26 10:21:56.446",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck830099lb042s6q8erh","cmofmck800097lb04382k272s","cmofipo0u00k6l204zjhy1y8l","2025-06-21 00:00:00","TGH2","Jagung",,"93098",,-7.0185657,110.533513,"t","2026-04-26 10:21:56.452","2026-04-26 10:21:56.452",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck8a009dlb04dt4zao6b","cmofmck87009blb04jeochxzm","cmofm59rs000tli041t5axplp","2025-06-21 00:00:00","TGH2","Jagung",,"709966",,-7.0202661,110.5246802,"t","2026-04-26 10:21:56.458","2026-04-26 10:21:56.458",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck8h009hlb04kdbu07oe","cmofmck8d009flb04yiu30jnp","cmofm59rw000uli04w6as9pcz","2025-06-21 00:00:00","TGH2","Jagung",,"368106",,-7.0112467,110.5323841,"t","2026-04-26 10:21:56.465","2026-04-26 10:21:56.465",,"cmmu5b6vr0001jp04nn83ngz5",
"cmofmck8o009llb04lop9s0y9","cmofmck8k009jlb04li1yw9qy","cmofipo0m00k3l2044ypu4lgr","2025-06-22 00:00:00","TGH2","Jagung",,"93931",,-6.9684642,110.3998024,"t","2026-04-26 10:21:56.472","2026-04-26 10:21:56.472",,"cmmu5b6vr0001jp04nn83ngz5",
