"id","userId","title","message","link","isRead","createdAt"
"cmogohxhe0001jj045nkvp76i","cmnqvj5hf0001l804cdnu5y2i","📩 Pengajuan Stok Menunggu Approval FA Manager","Pengajuan stok AFA (Muhammad Gandhi Gumelar) telah disetujui SPV dan menunggu approval Anda.","/dashboard/stock","f","2026-04-27 04:09:52.323"
"cmogohxhj0003jj04r41b1g75","cmn2ut4aa0013jy04kr1572fk","✅ Disetujui SPV — Menunggu FA Manager","Pengajuan stok Anda (ID: CMOGOFX4) telah disetujui SPV. Menunggu approval FA Manager.","/dashboard/stock","f","2026-04-27 04:09:52.327"
"cmojdstjy000bl7041o00nkdo","cmn2ut490000djy043kfw99u4","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOJDRWF) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmojdrwfx0001l7045ssb0bsu","t","2026-04-29 01:33:43.198"
"cmogoirsi0005jt04nz7oxqpv","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Muhammad Gandhi Gumelar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-04-27 04:10:31.602"
"cmogt41ie0003kw044bp90auc","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar +1 Bks.
Keterangan: pendataan
","/dashboard/stock/history","f","2026-04-27 06:19:02.438"
"cmogt5u3p0003ii05vcmwuqdj","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar -1 Bks.
Keterangan: tes","/dashboard/stock/history","f","2026-04-27 06:20:26.149"
"cmogt7x3k0007kw04nxm4dr7m","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar +500 Bks.
Keterangan: tes","/dashboard/stock/history","f","2026-04-27 06:22:03.345"
"cmojdrwij0005l7048je6lsz8","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Putri Ayuning Sekar mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmojdrwfx0001l7045ssb0bsu","t","2026-04-29 01:33:00.379"
"cmogt9hoj000fkw041osjw0rj","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Biogent 50 SC 1 L disesuaikan sebesar +840 PCS.
Keterangan: tes","/dashboard/stock/history","f","2026-04-27 06:23:16.675"
"cmojdypw1000jl204xk5cnanx","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Putri Ayuning Sekar telah menyimpan realisasi demo plot untuk petani Masroni.","/dashboard/demoplot/detail/cmojdypsp0002l204q7bay79u","t","2026-04-29 01:38:18.385"
"cmojscoq40001kw04c7qfy6df","cmmu0cnp40006zfy02oc00oz1","❌ Permintaan Stok Ditolak","Permintaan stok Anda (ID: CMOJMC1R) telah ditolak oleh AFA.
Alasan: salah tulis gramasi","/dashboard/demoplot/detail/cmojmc1r40001jx04cbttb9uo","t","2026-04-29 08:21:04.684"
"cmogtju690003kw047eyss0k5","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar -1 Bks.
Keterangan: q","/dashboard/stock/history","f","2026-04-27 06:31:19.426"
"cmogtk65j0007kw046uyggzu4","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar +1 Bks.
Keterangan: a","/dashboard/stock/history","f","2026-04-27 06:31:34.951"
"cmokogjpi0005js04zjyhn88s","cmn2ut4aa0013jy04kr1572fk","📩 Permintaan Stok Baru (FO)","Maulidya Hilda Prameswari mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmokogjod0001js04slo7b7ai","f","2026-04-29 23:19:52.519"
"cmokor9z50005l204x848fnqt","cmnptxdfx0003ih04aeoz98ii","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOKOGJO) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmokogjod0001js04slo7b7ai","f","2026-04-29 23:28:13.121"
"cmokryn2d000qjr046w9atk90","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Diajeng Nurwahidah Laila Umar telah menyimpan realisasi demo plot untuk petani Seno.","/dashboard/demoplot/detail/cmokrymyf0005jr04hgied1oz","t","2026-04-30 00:57:55.526"
"cmokx1x0h000jjr04ihva03jx","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Putri Ayuning Sekar telah menyimpan realisasi demo plot untuk petani Rasimin.","/dashboard/demoplot/detail/cmokx1wyd0002jr04ys32i483","t","2026-04-30 03:20:26.465"
"cmoi4x44f0015jr0425xfhydj","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Amin.","/dashboard/demoplot/detail/cmoi4x437000sjr04bhl45g3r","t","2026-04-28 04:37:20.8"
"cmojmc1ry0007jx04t60ifg64","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Orbit Bimasakti Akbar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-04-29 05:32:37.247"
"cmoia6ued0006l504tvx1776y","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Muhammad Gandhi Gumelar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-04-28 07:04:52.837"
"cmojmie7w0006l804bocwvzsv","cmmu0cnp40006zfy02oc00oz1","📩 Permintaan Stok Baru (FO)","Putri Ayuning Sekar mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmojmie7h0001l804lnxnfw15","t","2026-04-29 05:37:33.308"
"cmojffnts000mjo04zt23uz6o","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Kiftirul Aziz telah menyimpan realisasi demo plot untuk petani Nardi.","/dashboard/demoplot/detail/cmojffns40005jo04ipg2hgnu","t","2026-04-29 02:19:28.48"
"cmojfi8rb000iih04ktsy4msf","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Kiftirul Aziz telah menyimpan realisasi demo plot untuk petani Yono.","/dashboard/demoplot/detail/cmojfi8px0001ih04acq87ydc","t","2026-04-29 02:21:28.919"
"cmojsfwht000hi804swebskk4","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Orbit Bimasakti Akbar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-04-29 08:23:34.722"
"cmokveksf002il404mwjm1w0n","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Diajeng Nurwahidah Laila Umar telah menyimpan realisasi demo plot untuk petani Pandu.","/dashboard/demoplot/detail/cmokvekrf0025l404xvkz5suz","t","2026-04-30 02:34:17.919"
"cmoksaksv001djr04ydr746oo","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Anggun Susilawati telah menyimpan realisasi demo plot untuk petani Yanto.","/dashboard/demoplot/detail/cmoksakr9000sjr04glzfr5h9","t","2026-04-30 01:07:12.463"
"cmogtybg70003l204j76ukc3z","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Platoon 75 WP 500 gr disesuaikan sebesar +1000 Bks.
Keterangan: penyesuaian stok","/dashboard/stock/history","f","2026-04-27 06:42:34.999"
"cmoqka597000tju04t7qjvrt9","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Diajeng Nurwahidah Laila Umar telah menyimpan realisasi demo plot untuk petani Pak Mansur.","/dashboard/demoplot/detail/cmoqka57t0008ju044epe5up6","t","2026-05-04 02:09:32.443"
"cmoqky2an001hju04qkd7jf4l","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Diajeng Nurwahidah Laila Umar telah menyimpan realisasi demo plot untuk petani Pak Giyo Solehudin.","/dashboard/demoplot/detail/cmoqky29e0010ju04c12mdn2i","t","2026-05-04 02:28:08.352"
"cmoqti7id0003k104ff22ct7e","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Biogent 50 SC 1 L disesuaikan sebesar +1000 PCS.
Keterangan: Penyesuaian stok karena baru tercatat","/dashboard/stock/history","t","2026-05-04 06:27:45.157"
"cmoqzu6mi0001jg04xrvx9noo","cmn2ut4aa0013jy04kr1572fk","❌ Pengajuan Stok Ditolak","Pengajuan stok Anda (ID: CMOQS04D) telah ditolak oleh SPV.
Alasan: Stok kurang","/dashboard/stock","f","2026-05-04 09:25:01.578"
"cmoqzv4e70005jt04xsg5thgq","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Muhammad Gandhi Gumelar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-05-04 09:25:45.343"
"cmor00m0n000fl204lnnzz9mw","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Muhammad Gandhi Gumelar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-05-04 09:30:01.464"
"cmogu948b001vjs042qe776a2","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Nargis 50 WP 40 gr disesuaikan sebesar +120 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.86"
"cmogu948j001zjs04952xe1y6","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Biomax 1 L disesuaikan sebesar +1750 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.867"
"cmogu948q0023js04p4y6lpj9","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Biotomil 40 SP 200 gr disesuaikan sebesar +360 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.874"
"cmogu948w0027js04lsuemhqf","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Glufo 150 SL 1 Lt disesuaikan sebesar +1150 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.88"
"cmogu9491002bjs04oo6fnzta","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Nicofuron 80 OD 1 L disesuaikan sebesar +1150 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.886"
"cmogu9497002fjs041lxmlhcy","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Pronate 200 SL 1 L disesuaikan sebesar +1100 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.892"
"cmogu949d002jjs04o9aaed0r","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Solusi 865 SL 1 L disesuaikan sebesar +1800 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.897"
"cmogu949j002njs045h6fpgm4","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Bionasa 480 SL 1 L disesuaikan sebesar +300 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.903"
"cmogu949o002rjs04ujq8oouu","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Bilis 500 SC 1 L disesuaikan sebesar +6000 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.909"
"cmogu949t002vjs04zm5d20o9","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Torero 80 WP 1 Kg disesuaikan sebesar +2800 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.914"
"cmogu949z002zjs04g4u3ywxe","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Tals Stick 1 L disesuaikan sebesar +500 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.919"
"cmor01ojv000bjt04xc9f5slj","cmn2ut4aa0013jy04kr1572fk","✅ Disetujui SPV — Menunggu FA Manager","Pengajuan stok Anda (ID: CMOR00LZ) telah disetujui SPV. Menunggu approval FA Manager.","/dashboard/stock","f","2026-05-04 09:30:51.403"
"cmompbrqd0007la046tlfkeku","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Orbit Bimasakti Akbar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-05-01 09:19:41.606"
"cmorus7rz000el804rvub7t68","cmmvjyntc0001l704r738ouwy","📝 Realisasi Demo Plot","Yanwar Setyabudi AP telah menyimpan realisasi demo plot untuk petani Ralim Muhammad Aziz.","/dashboard/demoplot/detail/cmorus7pm0001l804247oo4n1","t","2026-05-04 23:51:17.856"
"cmor01ojr0009jt047f7x8m0n","cmnqvj5hf0001l804cdnu5y2i","📩 Pengajuan Stok Menunggu Approval FA Manager","Pengajuan stok AFA (Muhammad Gandhi Gumelar) telah disetujui SPV dan menunggu approval Anda.","/dashboard/stock","t","2026-05-04 09:30:51.399"
"cmos3tefp000ajm04eyoi256s","cmmvjyntc0001l704r738ouwy","✅ Disetujui WH Manager — Menunggu Penerimaan SPV","Pengajuan stok Anda (ID: CMOQFVLT) telah disetujui WH Manager. Menunggu SPV konfirmasi penerimaan.","/dashboard/stock","t","2026-05-05 04:04:09.686"
"cmos3tefm0008jm04gt03u2gu","cmmu0cn8x0004zfy0rje4s1oa","📦 Stok Siap Diterima","Pengajuan stok AFA (Dhika Prasetya) telah disetujui WH Manager. Silakan lakukan konfirmasi penerimaan.","/dashboard/stock","t","2026-05-05 04:04:09.682"
"cmos3ufgb0001ib04hzm0mthx","cmmu0cn8x0004zfy0rje4s1oa","📦 Stok Siap Diterima","Pengajuan stok AFA (Dhika Prasetya) telah disetujui WH Manager. Silakan lakukan konfirmasi penerimaan.","/dashboard/stock","t","2026-05-05 04:04:57.659"
"cmoryqwp40009jl04rmih0gs7","cmmu0cnp40006zfy02oc00oz1","📝 Update Sesi Demo Plot","Putri Ayuning Sekar telah menyimpan sesi lanjutan demo plot untuk petani Huda.","/dashboard/demoplot/detail/cmojfs2te000qjr04qmjbbuyp","t","2026-05-05 01:42:15.305"
"cmogu94a40033js04vwgfu47e","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Rapid Zone 20 WG 20 gr disesuaikan sebesar +200 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.925"
"cmogu94aa0037js04d2910fc5","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Sinamore 100 ml disesuaikan sebesar +200 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.93"
"cmogu94af003bjs04izw203rc","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok King Cobra 500 ML disesuaikan sebesar +1050 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.936"
"cmogu94al003fjs04qejpd8n9","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Sinakill 18/32 EC 250 ml disesuaikan sebesar +200 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.941"
"cmogu94aq003jjs04v4y95fab","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Belko 500 ml disesuaikan sebesar +850 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.946"
"cmogu94av003njs04p1wohvzx","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Allmax 500 ml disesuaikan sebesar +390 Btl.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.952"
"cmogu94b1003rjs049kkyamyj","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Ziflo 76 WG 800 gr disesuaikan sebesar +1700 PCS.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.957"
"cmogu94b7003vjs04livzfvda","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Notora 60/6 WG 200 Gr disesuaikan sebesar +400 Bks.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.963"
"cmogu94bd003zjs044yzwv111","cmn2ut4aa0013jy04kr1572fk","🔄 Penyesuaian Stok","Stok Nefos 45 WP 500 gr disesuaikan sebesar +500 Bks.
Keterangan: New Penyesuaian","/dashboard/stock/history","f","2026-04-27 06:50:58.969"
"cmogugfk8000fl404ctp8q6w1","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Yanwar Setyabudi AP mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogugfjf0001l404689uorlx","t","2026-04-27 06:56:40.136"
"cmoguxr1n002hl204x85qf5rv","cmn2ut48r0009jy04hylrc57r","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGUJWO) telah disetujui oleh AFA.
Catatan: Cadillac 3000 gr bukan 3 gr ya","/dashboard/demoplot/detail/cmogujwol0049js04g3gmdun2","f","2026-04-27 07:10:08.171"
"cmoguyqyk000iky04z8y9efgi","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Asthiana Hikmatia mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmoguyqy40001ky04rtxoisi7","t","2026-04-27 07:10:54.717"
"cmogv19ph001ljv04j0hvq277","cmn2ut49f000ljy04iv28asey","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGUYQY) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmoguyqy40001ky04rtxoisi7","f","2026-04-27 07:12:52.325"
"cmojfw5n6001djr04ekl8jagj","cmn2ut4aa0013jy04kr1572fk","📩 Permintaan Stok Baru (FO)","Maulidya Hilda Prameswari mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmojfw5mp0019jr04wv0a8lqd","f","2026-04-29 02:32:18.066"
"cmojge3eo000nl10469s8kdk0","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Suparjan.","/dashboard/demoplot/detail/cmojge3d70002l104qf6fb37b","f","2026-04-29 02:46:14.976"
"cmojfkqbp0011ih04rfuk72i8","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Kiftirul Aziz telah menyimpan realisasi demo plot untuk petani Pak Pardi.","/dashboard/demoplot/detail/cmojfkqap000kih04tswv2zg4","t","2026-04-29 02:23:24.997"
"cmojfs2uh0017jr04l0imrmk0","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Putri Ayuning Sekar telah menyimpan realisasi demo plot untuk petani Huda.","/dashboard/demoplot/detail/cmojfs2te000qjr04qmjbbuyp","t","2026-04-29 02:29:07.817"
"cmojvstud0012ld04ragf032o","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Sutrisno.","/dashboard/demoplot/detail/cmojvstt4000hld04nink2ned","f","2026-04-29 09:57:36.662"
"cmoguujd7001djp04u1ajtx9f","cmn2ut48v000bjy04dn3fav4n","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOGUGFJ) telah disetujui oleh AFA.
Catatan: sesuai","/dashboard/demoplot/detail/cmogugfjf0001l404689uorlx","t","2026-04-27 07:07:38.251"
"cmogujwpd004ojs044o63r471","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Diajeng Nurwahidah Laila Umar mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmogujwol0049js04g3gmdun2","t","2026-04-27 06:59:22.321"
"cmogufk7c0003jp042731ng69","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Nicofuron 80 OD 1 L disesuaikan sebesar +1000 PCS.
Keterangan: update","/dashboard/stock/history","t","2026-04-27 06:55:59.496"
"cmogugmjn0043js04jsv0kq1d","cmmvjyntc0001l704r738ouwy","🔄 Penyesuaian Stok","Stok Nicofuron 80 OD 1 L disesuaikan sebesar -999.99 PCS.
Keterangan: update","/dashboard/stock/history","t","2026-04-27 06:56:49.188"
"cmogv9fbr0003l704tc4pi7kn","cmmu0cnp40006zfy02oc00oz1","🔄 Penyesuaian Stok","Stok Absina 36 EC 1 L disesuaikan sebesar +4476 PCS.
Keterangan: Stok awal TGH 1 & 2","/dashboard/stock/history","t","2026-04-27 07:19:12.855"
"cmogv9fby0007l7043jxt0vrn","cmmu0cnp40006zfy02oc00oz1","🔄 Penyesuaian Stok","Stok Allmax 500 ml disesuaikan sebesar +1821 Btl.
Keterangan: Stok awal TGH 1 & 2","/dashboard/stock/history","t","2026-04-27 07:19:12.862"
"cmogv9fc3000bl704pekskyyn","cmmu0cnp40006zfy02oc00oz1","🔄 Penyesuaian Stok","Stok Belko 500 ml disesuaikan sebesar +3570 PCS.
Keterangan: Stok awal TGH 1 & 2","/dashboard/stock/history","t","2026-04-27 07:19:12.867"
"cmojsczni0009i804nt7cvalf","cmn2ut490000djy043kfw99u4","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOJMIE7) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmojmie7h0001l804lnxnfw15","t","2026-04-29 08:21:18.847"
"cmom5hwq8000hkt04usgdpp22","cmoglrsdk0003jp045dbe5d9l","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOL8DQP) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmol8dqp80001la04035gmc66","f","2026-05-01 00:04:35.697"
"cmolilrp90006l404jt6dxf4u","cmmvjyntc0001l704r738ouwy","📩 Permintaan Stok Baru (FO)","Asthiana Hikmatia mengajukan permintaan pengambilan stok baru.","/dashboard/demoplot/detail/cmolilrma0001l40447rrxtm5","t","2026-04-30 13:23:44.638"
"cmoktj2yg000tkz04w69unia6","cmmu0cnp40006zfy02oc00oz1","📝 Realisasi Demo Plot","Anggun Susilawati telah menyimpan realisasi demo plot untuk petani Sri murni.","/dashboard/demoplot/detail/cmoktj2xa0008kz04qaij277a","t","2026-04-30 01:41:48.856"
"cmoia7y880005l604n5on1arb","cmmu0cn8x0004zfy0rje4s1oa","📩 Pengajuan Stok Baru (AFA)","Muhammad Gandhi Gumelar telah mengajukan permintaan restock gudang AFA.","/dashboard/stock","t","2026-04-28 07:05:44.457"
"cmojiawdp0005i504a7k4dxn2","cmnptxdfx0003ih04aeoz98ii","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOJFW5M) telah disetujui oleh AFA.","/dashboard/demoplot/detail/cmojfw5mp0019jr04wv0a8lqd","f","2026-04-29 03:39:45.133"
"cmojvw6pj000pi604qaf7coeo","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Pak Sukiman.","/dashboard/demoplot/detail/cmojvw6nt0004i6040iz7ov72","f","2026-04-29 10:00:13.303"
"cmojw2xw0000ikw04oyo802of","cmn2ut4aa0013jy04kr1572fk","📝 Realisasi Demo Plot","Maulidya Hilda Prameswari telah menyimpan realisasi demo plot untuk petani Sumadi.","/dashboard/demoplot/detail/cmojw2xuv0003kw04vw8mt9qb","f","2026-04-29 10:05:28.464"
"cmokuhfbh0020l40470voywbi","cmn2ut4aa0013jy04kr1572fk","❌ Pengajuan Stok Ditolak","Pengajuan stok Anda (ID: CMOGOIRR) telah ditolak oleh SPV.
Alasan: Ajukan kemasan terkecil lebih dulu utk next bisa dijadikan botol refill","/dashboard/stock","f","2026-04-30 02:08:31.182"
"cmokvq53g000fju04umtmcuoc","cmn2ut49q000rjy04a4s6lixm","✅ Permintaan Stok Disetujui","Permintaan stok Anda (ID: CMOKUXJ1) telah disetujui oleh AFA.
Catatan: Untuk kebun bu silvi","/dashboard/demoplot/detail/cmokuxj1c0001l704ifcj07bx","f","2026-04-30 02:43:17.452"
